vessel_client,customer,date_plugged,time_plugged,container_number,operation_type,shipping_line,plugged_status,tonnage,set_point,date_out,location,days_on_plug,plugin_price,monitoring_price,electricity_unit_price,total_electricity,total
ACILA,MAERSKLINE,2025-03-07,11:04:00.000000000,MNBU3189817,Full OSS,MAERSKLINE,Full,26.77,-25,2025-03-18,LML,12,25.0,30.0,70.0,840.0,895.0
ATERPE ALAI,MAERSKLINE,2025-03-07,10:11:00.000000000,MNBU3383720,Full OSS,MAERSKLINE,Full,27.04,-25,2025-03-10,LML,4,25.0,30.0,70.0,280.0,335.0
ATERPE ALAI,MAERSKLINE,2025-03-07,14:25:00.000000000,MNBU3520890,Full OSS,MAERSKLINE,Completed,22.45,-25,2025-03-10,LML,4,25.0,30.0,70.0,280.0,335.0
ACILA,MAERSKLINE,2025-03-07,15:50:00.000000000,MNBU3819958,Full OSS,MAERSKLINE,Full,27.03,-25,2025-03-19,LML,13,25.0,30.0,70.0,910.0,965.0
ATERPE ALAI,MAERSKLINE,2025-03-07,16:32:00.000000000,MNBU3822864,Full OSS,MAERSKLINE,Full,26.9,-25,2025-03-10,LML,4,25.0,30.0,70.0,280.0,335.0
ATERPE ALAI,MAERSKLINE,2025-03-07,15:42:00.000000000,MNBU4024149,Full OSS,MAERSKLINE,Full,27.1,-25,2025-03-10,LML,4,25.0,30.0,70.0,280.0,335.0
ATERPE ALAI,MAERSKLINE,2025-03-07,15:38:00.000000000,MNBU4138408,Full OSS,MAERSKLINE,Full,26.98,-25,2025-03-10,LML,4,25.0,30.0,70.0,280.0,335.0
ACILA,MAERSKLINE,2025-03-07,17:16:00.000000000,MNBU4381790,Full OSS,MAERSKLINE,Partial,7.34,-25,2025-03-10,For Completion,3,25.0,0.0,70.0,210.0,235.0
ACILA,MAERSKLINE,2025-03-07,17:20:00.000000000,SUDU5234103,Full OSS,MAERSKLINE,Completed,6.59,-25,2025-03-18,LML,12,25.0,30.0,70.0,840.0,895.0
ATERPE ALAI,MAERSKLINE,2025-03-07,18:10:00.000000000,SUDU6133205,Full OSS,MAERSKLINE,Full,19.77,-25,2025-03-19,LML,13,25.0,30.0,70.0,910.0,965.0
ATERPE ALAI,MAERSKLINE,2025-03-07,11:29:00.000000000,SUDU6193694,Full OSS,MAERSKLINE,Full,27.18,-25,2025-03-10,LML,4,25.0,30.0,70.0,280.0,335.0
ACILA,MAERSKLINE,2025-03-07,17:07:00.000000000,TLLU1225667,Full OSS,MAERSKLINE,Partial,12.21,-25,2025-03-10,For Completion,3,25.0,0.0,70.0,210.0,235.0
ISLAND CATCH,ISLAND CATCH,2025-03-08,11:10:00.000000000,TLLU1068568,CCCS Stuffing and Plugin,CMA CGM,Full,28.588,-25,2025-03-15,LML,8,25.0,30.0,70.0,560.0,615.0
ISLAND CATCH,ISLAND CATCH,2025-03-08,13:05:00.000000000,AMCU9402955,CCCS Stuffing and Plugin,CMA CGM,Full,28.209,-25,2025-03-14,LML,7,25.0,30.0,70.0,490.0,545.0
ISLAND CATCH,ISLAND CATCH,2025-03-10,13:46:00.000000000,FBIU5212572,CCCS Stuffing and Plugin,CMA CGM,Full,28.528,-25,2025-03-14,LML,5,25.0,30.0,70.0,350.0,405.0
ISLAND CATCH,ISLAND CATCH,2025-03-10,11:58:00.000000000,TRIU8138998,CCCS Stuffing and Plugin,CMA CGM,Full,28.293,-25,2025-03-14,LML,5,25.0,30.0,70.0,350.0,405.0
ACILA,MAERSKLINE,2025-03-10,17:15:00.000000000,MMAU1080957,Full OSS,MAERSKLINE,Partial,21.5,-25,2025-03-11,For Completion,1,25.0,0.0,70.0,70.0,95.0
ACILA,MAERSKLINE,2025-03-10,09:19:00.000000000,MMAU1228896,Full OSS,MAERSKLINE,Completed,5.22,-25,2025-03-19,LML,10,25.0,30.0,70.0,700.0,755.0
ACILA,MAERSKLINE,2025-03-10,16:40:00.000000000,MNBU3006264,Full OSS,MAERSKLINE,Partial,6.55,-25,2025-03-12,For Completion,2,25.0,0.0,70.0,140.0,165.0
ACILA,MAERSKLINE,2025-03-10,17:18:00.000000000,MNBU4235291,Full OSS,MAERSKLINE,Partial,11.92,-25,2025-03-11,For Completion,1,25.0,0.0,70.0,70.0,95.0
ACILA,MAERSKLINE,2025-03-10,17:30:00.000000000,MNBU4329929,Full OSS,MAERSKLINE,Partial,3.15,-25,2025-03-11,For Completion,1,25.0,0.0,70.0,70.0,95.0
ACILA,MAERSKLINE,2025-03-10,17:15:00.000000000,MNBU4381790,Full OSS,MAERSKLINE,Completed,19.72,-25,2025-03-19,LML,10,25.0,30.0,70.0,700.0,755.0
ACILA,MAERSKLINE,2025-03-10,16:56:00.000000000,MNBU9070070,Full OSS,MAERSKLINE,Full,27.02,-25,2025-03-18,LML,9,25.0,30.0,70.0,630.0,685.0
ACILA,MAERSKLINE,2025-03-10,15:25:00.000000000,MWCU5298233,Full OSS,MAERSKLINE,Full,27.01,-25,2025-03-18,LML,9,25.0,30.0,70.0,630.0,685.0
ACILA,MAERSKLINE,2025-03-10,11:58:00.000000000,TLLU1225667,Full OSS,MAERSKLINE,Completed,14.71,-25,2025-03-19,LML,10,25.0,30.0,70.0,700.0,755.0
DOLOMIEU,SAPMER,2025-03-10,13:20:00.000000000,CAIU5579392,Stuffing and Plugin,CMA CGM,Full,25.08,-25,2025-03-14,LML,5,25.0,30.0,70.0,350.0,405.0
DOLOMIEU,SAPMER,2025-03-10,14:05:00.000000000,SEGU9223093,Stuffing and Plugin,CMA CGM,Full,25.03,-25,2025-03-14,LML,5,25.0,30.0,70.0,350.0,405.0
DOLOMIEU,SAPMER,2025-03-10,15:10:00.000000000,TTNU8287050,Stuffing and Plugin,CMA CGM,Partial,15.26,-25,2025-03-11,For Completion,1,25.0,0.0,70.0,70.0,95.0
SAPMER,MAERSKLINE,2025-03-11,14:40:00.000000000,SUDU6038527,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,12.869,-35,2025-03-19,LML,9,25.0,30.0,100.0,900.0,955.0
ACILA,MAERSKLINE,2025-03-11,09:13:00.000000000,MMAU1080957,Full OSS,MAERSKLINE,Completed,5.56,-25,2025-03-18,LML,8,25.0,30.0,70.0,560.0,615.0
ACILA,MAERSKLINE,2025-03-11,14:21:00.000000000,MNBU3099185,Full OSS,MAERSKLINE,Full,27.0,-25,2025-03-19,LML,9,25.0,30.0,70.0,630.0,685.0
ACILA,MAERSKLINE,2025-03-11,17:05:00.000000000,MNBU3315480,Full OSS,MAERSKLINE,Partial,10.72,-25,2025-03-14,For Completion,3,25.0,0.0,70.0,210.0,235.0
ACILA,MAERSKLINE,2025-03-11,16:53:00.000000000,MNBU4235291,Full OSS,MAERSKLINE,Completed,14.84,-25,2025-03-19,LML,9,25.0,30.0,70.0,630.0,685.0
ACILA,MAERSKLINE,2025-03-11,11:30:00.000000000,MNBU4329929,Full OSS,MAERSKLINE,Completed,23.77,-25,2025-03-18,LML,8,25.0,30.0,70.0,560.0,615.0
ACILA,MAERSKLINE,2025-03-11,17:01:00.000000000,MNBU9098545,Full OSS,MAERSKLINE,Partial,20.54,-25,2025-03-12,For Completion,1,25.0,0.0,70.0,70.0,95.0
ACILA,MAERSKLINE,2025-03-11,16:59:00.000000000,TLLU1175890,Full OSS,MAERSKLINE,Partial,23.85,-25,2025-03-12,For Completion,1,25.0,0.0,70.0,70.0,95.0
DOLOMIEU,SAPMER,2025-03-11,14:30:00.000000000,APRU6118960,Stuffing and Plugin,CMA CGM,Full,25.05,-25,2025-03-14,LML,4,25.0,30.0,70.0,280.0,335.0
DOLOMIEU,SAPMER,2025-03-11,11:10:00.000000000,CGMU5273736,Stuffing and Plugin,CMA CGM,Full,24.99,-25,2025-03-14,LML,4,25.0,30.0,70.0,280.0,335.0
DOLOMIEU,SAPMER,2025-03-11,16:30:00.000000000,SEGU9528261,Stuffing and Plugin,CMA CGM,Full,25.01,-25,2025-03-14,LML,4,25.0,30.0,70.0,280.0,335.0
DOLOMIEU,SAPMER,2025-03-11,17:08:00.000000000,SEKU9014544,Stuffing and Plugin,CMA CGM,Partial,8.9,-25,2025-03-12,For Completion,1,25.0,0.0,70.0,70.0,95.0
DOLOMIEU,SAPMER,2025-03-11,09:28:00.000000000,TTNU8287050,Stuffing and Plugin,CMA CGM,Completed,9.65,-25,2025-03-14,LML,4,25.0,30.0,70.0,280.0,335.0
DOLOMIEU,SAPMER,2025-03-11,14:32:00.000000000,TTNU8428647,Stuffing and Plugin,CMA CGM,Full,25.0,-25,2025-03-14,LML,4,25.0,30.0,70.0,280.0,335.0
ISLAND CATCH,MAERSKLINE,2025-03-12,11:50:00.000000000,TEMU9752848,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,28.613,-25,2025-03-19,LML,8,25.0,30.0,70.0,560.0,615.0
ISLAND CATCH,ISLAND CATCH,2025-03-12,13:30:00.000000000,CAIU5696995,CCCS Stuffing and Plugin,CMA CGM,Full,28.519,-25,2025-03-14,LML,3,25.0,30.0,70.0,210.0,265.0
ACILA,MAERSKLINE,2025-03-12,11:57:00.000000000,MNBU3006264,Full OSS,MAERSKLINE,Completed,20.36,-25,2025-03-19,LML,8,25.0,30.0,70.0,560.0,615.0
ACILA,OMAN PELAGIC,2025-03-12,18:10:00.000000000,MNBU3348919,Stuffing and Plugin,MAERSKLINE,Full,5.43,-25,2025-03-14,Cross Stuffing,3,25.0,30.0,70.0,210.0,265.0
ACILA,OMAN PELAGIC,2025-03-12,16:40:00.000000000,MNBU3809055,Stuffing and Plugin,MAERSKLINE,Full,13.09,-25,2025-03-14,Cross Stuffing,3,25.0,30.0,70.0,210.0,265.0
ACILA,MAERSKLINE,2025-03-12,14:22:00.000000000,MNBU4172090,Full OSS,MAERSKLINE,Full,27.53,-25,2025-03-18,LML,7,25.0,30.0,70.0,490.0,545.0
ACILA,MAERSKLINE,2025-03-12,11:38:00.000000000,MNBU9098545,Full OSS,MAERSKLINE,Completed,6.44,-25,2025-03-18,LML,7,25.0,30.0,70.0,490.0,545.0
ACILA,MAERSKLINE,2025-03-12,18:05:00.000000000,MWCU5296267,Full OSS,MAERSKLINE,Partial,19.01,-25,2025-03-14,For Completion,2,25.0,0.0,70.0,140.0,165.0
ACILA,MAERSKLINE,2025-03-12,17:15:00.000000000,SUDU6195505,Full OSS,MAERSKLINE,Full,15.91,-25,2025-03-19,LML,8,25.0,30.0,70.0,560.0,615.0
ACILA,MAERSKLINE,2025-03-12,10:35:00.000000000,TLLU1175890,Full OSS,MAERSKLINE,Completed,3.3,-25,2025-03-19,LML,8,25.0,30.0,70.0,560.0,615.0
DOLOMIEU,SAPMER,2025-03-12,17:42:00.000000000,CGMU5180443,Stuffing and Plugin,CMA CGM,Partial,10.33,-25,2025-03-15,For Completion,3,25.0,0.0,70.0,210.0,235.0
DOLOMIEU,SAPMER,2025-03-12,13:31:00.000000000,CGMU5331302,Stuffing and Plugin,CMA CGM,Full,24.93,-25,2025-03-22,LML,11,25.0,30.0,70.0,770.0,825.0
DOLOMIEU,SAPMER,2025-03-12,10:48:00.000000000,CGMU5610436,Stuffing and Plugin,CMA CGM,Full,25.03,-25,2025-03-22,LML,11,25.0,30.0,70.0,770.0,825.0
DOLOMIEU,SAPMER,2025-03-12,10:20:00.000000000,SEKU9014544,Stuffing and Plugin,CMA CGM,Completed,16.14,-25,2025-03-22,LML,11,25.0,30.0,70.0,770.0,825.0
DOLOMIEU,SAPMER,2025-03-12,13:29:00.000000000,SZLU9129326,Stuffing and Plugin,CMA CGM,Full,25.03,-25,2025-03-22,LML,11,25.0,30.0,70.0,770.0,825.0
DOLOMIEU,SAPMER,2025-03-12,17:35:00.000000000,SZLU9857548,Stuffing and Plugin,CMA CGM,Full,24.86,-35,2025-03-22,LML,11,25.0,30.0,100.0,1100.0,1155.0
DOLOMIEU,SAPMER,2025-03-12,16:20:00.000000000,TCLU1342520,Stuffing and Plugin,CMA CGM,Full,24.91,-25,2025-03-22,LML,11,25.0,30.0,70.0,770.0,825.0
DOLOMIEU,SAPMER,2025-03-12,17:40:00.000000000,TTNU8966339,Stuffing and Plugin,CMA CGM,Partial,13.02,-25,2025-03-15,For Completion,3,25.0,0.0,70.0,210.0,235.0
BERNICA,SAPMER,2025-03-13,13:00:00.000000000,CGMU5390521,Stuffing and Plugin,CMA CGM,Full,25.93,-25,2025-03-22,LML,10,25.0,30.0,70.0,700.0,755.0
BERNICA,SAPMER,2025-03-13,15:25:00.000000000,CGMU5519481,Stuffing and Plugin,CMA CGM,Full,24.81,-35,2025-03-22,LML,10,25.0,30.0,100.0,1000.0,1055.0
BERNICA,SAPMER,2025-03-13,16:17:00.000000000,SEGU9559956,Stuffing and Plugin,CMA CGM,Full,26.11,-25,2025-03-22,LML,10,25.0,30.0,70.0,700.0,755.0
BERNICA,SAPMER,2025-03-13,17:08:00.000000000,CGMU5561619,Stuffing and Plugin,CMA CGM,Partial,11.55,-35,2025-03-14,For Completion,1,25.0,0.0,100.0,100.0,125.0
BERNICA,MAERSKLINE,2025-03-13,18:50:00.000000000,MNBU3098065,Full OSS,MAERSKLINE,Partial,11.12,-25,2025-03-15,For Completion,2,25.0,0.0,70.0,140.0,165.0
BERNICA,SAPMER,2025-03-14,14:45:00.000000000,CGMU5064295,Stuffing and Plugin,CMA CGM,Full,25.05,-35,2025-03-22,LML,9,25.0,30.0,100.0,900.0,955.0
BERNICA,SAPMER,2025-03-14,10:21:00.000000000,CGMU5561619,Stuffing and Plugin,CMA CGM,Completed,13.45,-35,2025-03-22,LML,9,25.0,30.0,100.0,900.0,955.0
ACILA,MAERSKLINE,2025-03-14,15:43:00.000000000,MNBU3315480,Full OSS,MAERSKLINE,Completed,10.29,-25,2025-03-18,LML,5,25.0,30.0,70.0,350.0,405.0
ACILA,MAERSKLINE,2025-03-14,15:45:00.000000000,MWCU5296267,Full OSS,MAERSKLINE,Completed,8.23,-25,2025-03-18,LML,5,25.0,30.0,70.0,350.0,405.0
BERNICA,SAPMER,2025-03-14,17:20:00.000000000,SZLU9898249,Stuffing and Plugin,CMA CGM,Full,24.6,-35,2025-03-22,LML,9,25.0,30.0,100.0,900.0,955.0
DOLOMIEU,SAPMER,2025-03-15,15:51:00.000000000,CGMU5080296,Stuffing and Plugin,CMA CGM,Full,24.99,-25,2025-03-22,LML,8,25.0,30.0,70.0,560.0,615.0
DOLOMIEU,SAPMER,2025-03-15,17:01:00.000000000,CGMU5085087,Stuffing and Plugin,CMA CGM,Partial,16.51,-25,2025-03-16,For Completion,1,25.0,0.0,70.0,70.0,95.0
DOLOMIEU,SAPMER,2025-03-15,14:33:00.000000000,CGMU5140142,Stuffing and Plugin,CMA CGM,Partial,5.7,-35,2025-03-17,For Completion,2,25.0,0.0,100.0,200.0,225.0
DOLOMIEU,SAPMER,2025-03-15,12:10:00.000000000,CGMU5180443,Stuffing and Plugin,CMA CGM,Completed,14.57,-25,2025-03-22,LML,8,25.0,30.0,70.0,560.0,615.0
DOLOMIEU,SAPMER,2025-03-15,17:00:00.000000000,CGMU5621024,Stuffing and Plugin,CMA CGM,Partial,16.66,-25,2025-03-16,For Completion,1,25.0,0.0,70.0,70.0,95.0
DOLOMIEU,SAPMER,2025-03-15,14:25:00.000000000,CGMU8017738,Stuffing and Plugin,CMA CGM,Full,24.99,-25,2025-03-22,LML,8,25.0,30.0,70.0,560.0,615.0
ISLAND CATCH,MAERSKLINE,2025-03-15,14:25:00.000000000,MMAU1053864,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,28.413,-25,2025-03-20,LML,6,25.0,30.0,70.0,420.0,475.0
AMIRANTE,MAERSKLINE,2025-03-15,15:45:00.000000000,MNBU0057951,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,28.482,-25,2025-03-19,LML,5,25.0,30.0,70.0,350.0,405.0
ISLAND CATCH,MAERSKLINE,2025-03-15,15:33:00.000000000,MNBU0128459,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,28.481,-25,2025-03-20,LML,6,25.0,30.0,70.0,420.0,475.0
ISLAND CATCH,MAERSKLINE,2025-03-15,11:35:00.000000000,MNBU3046415,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,28.561,-25,2025-03-19,LML,5,25.0,30.0,70.0,350.0,405.0
DOLOMIEU,MAERSKLINE,2025-03-15,14:20:00.000000000,MNBU3098065,Full OSS,MAERSKLINE,Completed,9.05,-25,2025-03-20,LML,6,25.0,30.0,70.0,420.0,475.0
ISLAND CATCH,MAERSKLINE,2025-03-15,17:27:00.000000000,MNBU3284630,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,28.645,-25,2025-03-19,LML,5,25.0,30.0,70.0,350.0,405.0
OCEAN BASKET,MAERSKLINE,2025-03-15,11:25:00.000000000,MNBU3407842,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,28.448,-25,2025-03-19,LML,5,25.0,30.0,70.0,350.0,405.0
ISLAND CATCH,MAERSKLINE,2025-03-15,11:50:00.000000000,MNBU4123938,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,28.646,-25,2025-03-19,LML,5,25.0,30.0,70.0,350.0,405.0
OCEAN BASKET,MAERSKLINE,2025-03-15,12:04:00.000000000,MNBU4447074,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,28.466,-25,2025-03-20,LML,6,25.0,30.0,70.0,420.0,475.0
ISLAND CATCH,MAERSKLINE,2025-03-15,17:15:00.000000000,MNBU4565797,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,28.631,-25,2025-03-19,LML,5,25.0,30.0,70.0,350.0,405.0
AMIRANTE,MAERSKLINE,2025-03-15,17:25:00.000000000,SUDU8051174,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,28.526,-25,2025-03-19,LML,5,25.0,30.0,70.0,350.0,405.0
BERNICA,SAPMER,2025-03-15,14:30:00.000000000,SZLU9836946,Stuffing and Plugin,CMA CGM,Full,11.65,-25,2025-03-19,Cross Stuffing,5,25.0,30.0,70.0,350.0,405.0
DOLOMIEU,SAPMER,2025-03-15,11:40:00.000000000,SZLU9840904,Stuffing and Plugin,CMA CGM,Full,25.07,-35,2025-03-22,LML,8,25.0,30.0,100.0,800.0,855.0
DOLOMIEU,SAPMER,2025-03-15,10:15:00.000000000,TTNU8966339,Stuffing and Plugin,CMA CGM,Completed,12.01,-25,2025-03-22,LML,8,25.0,30.0,70.0,560.0,615.0
DOLOMIEU,SAPMER,2025-03-16,09:30:00.000000000,CGMU5085087,Stuffing and Plugin,CMA CGM,Completed,8.61,-25,2025-03-22,LML,7,25.0,30.0,70.0,490.0,545.0
DOLOMIEU,SAPMER,2025-03-16,16:05:00.000000000,CGMU5476230,Stuffing and Plugin,CMA CGM,Partial,19.54,-25,2025-03-17,For Completion,1,25.0,0.0,70.0,70.0,95.0
DOLOMIEU,SAPMER,2025-03-16,09:30:00.000000000,CGMU5621024,Stuffing and Plugin,CMA CGM,Completed,8.2,-25,2025-03-22,LML,7,25.0,30.0,70.0,490.0,545.0
ISLAND CATCH,MAERSKLINE,2025-03-16,11:41:00.000000000,MNBU3921342,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,28.648,-25,2025-03-20,LML,5,25.0,30.0,70.0,350.0,405.0
DOLOMIEU,SAPMER,2025-03-16,13:31:00.000000000,SEGU9561249,Stuffing and Plugin,CMA CGM,Full,24.9,-25,2025-03-22,LML,7,25.0,30.0,70.0,490.0,545.0
DOLOMIEU,SAPMER,2025-03-16,13:31:00.000000000,TTNU8256050,Stuffing and Plugin,CMA CGM,Full,24.8,-25,2025-03-22,LML,7,25.0,30.0,70.0,490.0,545.0
DOLOMIEU,SAPMER,2025-03-16,15:11:00.000000000,TTNU8280499,Stuffing and Plugin,CMA CGM,Full,24.94,-25,2025-03-22,LML,7,25.0,30.0,70.0,490.0,545.0
DOLOMIEU,SAPMER,2025-03-16,16:10:00.000000000,TTNU8881930,Stuffing and Plugin,CMA CGM,Partial,14.83,-25,2025-03-17,For Completion,1,25.0,0.0,70.0,70.0,95.0
DOLOMIEU,SAPMER,2025-03-17,13:31:00.000000000,CGMU5140142,Stuffing and Plugin,CMA CGM,Completed,19.24,-35,2025-03-22,LML,6,25.0,30.0,100.0,600.0,655.0
DOLOMIEU,SAPMER,2025-03-17,15:17:00.000000000,CGMU5144683,Stuffing and Plugin,CMA CGM,Partial,15.86,-35,2025-03-19,For Completion,2,25.0,0.0,100.0,200.0,225.0
DOLOMIEU,SAPMER,2025-03-17,09:09:00.000000000,CGMU5476230,Stuffing and Plugin,CMA CGM,Completed,5.69,-25,2025-03-22,LML,6,25.0,30.0,70.0,420.0,475.0
OCEAN BASKET,MAERSKLINE,2025-03-17,15:55:00.000000000,MNBU0110742,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,28.431,-25,2025-03-25,LML,9,25.0,30.0,70.0,630.0,685.0
OCEAN BASKET,MAERSKLINE,2025-03-17,11:17:00.000000000,MNBU0611235,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,28.368,-25,2025-03-25,LML,9,25.0,30.0,70.0,630.0,685.0
OCEAN BASKET,MAERSKLINE,2025-03-17,14:35:00.000000000,MNBU3128154,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,28.027,-25,2025-03-25,LML,9,25.0,30.0,70.0,630.0,685.0
OCEAN BASKET,MAERSKLINE,2025-03-17,15:36:00.000000000,MNBU3384120,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,28.736,-25,2025-03-25,LML,9,25.0,30.0,70.0,630.0,685.0
OCEAN BASKET,MAERSKLINE,2025-03-17,17:20:00.000000000,MNBU3455780,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,28.707,-25,2025-03-25,LML,9,25.0,30.0,70.0,630.0,685.0
OCEAN BASKET,MAERSKLINE,2025-03-17,17:08:00.000000000,MNBU3879896,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,28.369,-25,2025-03-25,LML,9,25.0,30.0,70.0,630.0,685.0
OCEAN BASKET,MAERSKLINE,2025-03-17,11:30:00.000000000,MNBU4297842,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,28.348,-25,2025-03-25,LML,9,25.0,30.0,70.0,630.0,685.0
DOLOMIEU,SAPMER,2025-03-17,15:44:00.000000000,SEGU9229830,Stuffing and Plugin,CMA CGM,Full,19.41,-25,2025-03-22,LML,6,25.0,30.0,70.0,420.0,475.0
DOLOMIEU,SAPMER,2025-03-17,14:38:00.000000000,SEGU9430594,Stuffing and Plugin,CMA CGM,Full,25.04,-25,2025-03-22,LML,6,25.0,30.0,70.0,420.0,475.0
OCEAN BASKET,MAERSKLINE,2025-03-17,15:47:00.000000000,SUDU6104608,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,28.305,-25,2025-03-25,LML,9,25.0,30.0,70.0,630.0,685.0
DOLOMIEU,SAPMER,2025-03-17,16:08:00.000000000,TEMU9240820,Stuffing and Plugin,CMA CGM,Partial,13.05,-25,2025-03-28,For Completion,11,25.0,0.0,70.0,770.0,795.0
DOLOMIEU,SAPMER,2025-03-17,10:21:00.000000000,TTNU8881930,Stuffing and Plugin,CMA CGM,Completed,10.19,-25,2025-03-22,LML,6,25.0,30.0,70.0,420.0,475.0
INPESCA S.A,INPESCA S.A,2025-03-18,15:53:00.000000000,CGMU5189287,CCCS Stuffing and Plugin,CMA CGM,Full,26.445,-25,2025-03-22,LML,5,25.0,30.0,70.0,350.0,405.0
INPESCA S.A,INPESCA S.A,2025-03-18,11:46:00.000000000,CGMU5287215,CCCS Stuffing and Plugin,CMA CGM,Full,26.844,-25,2025-03-22,LML,5,25.0,30.0,70.0,350.0,405.0
INPESCA S.A,INPESCA S.A,2025-03-18,17:07:00.000000000,CGMU6927847,CCCS Stuffing and Plugin,CMA CGM,Partial,11.751,-25,2025-03-19,For Completion,1,25.0,0.0,70.0,70.0,95.0
INPESCA S.A,INPESCA S.A,2025-03-18,17:15:00.000000000,IKSU5203076,CCCS Stuffing and Plugin,CMA CGM,Full,26.85,-25,2025-03-22,LML,5,25.0,30.0,70.0,350.0,405.0
ECHEBASTAR,MAERSKLINE,2025-03-18,16:01:00.000000000,MMAU1247108,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,26.451,-25,2025-03-25,LML,8,25.0,30.0,70.0,560.0,615.0
TXORI GORRI,MAERSKLINE,2025-03-18,13:35:00.000000000,MNBU0303926,Basic OSS,MAERSKLINE,Partial,6.23,-25,2025-03-18,For Completion,0,25.0,0.0,70.0,0.0,25.0
INPESCA S.A,MAERSKLINE,2025-03-18,16:32:00.000000000,MNBU0303926,CCCS Stuffing - Basic OSS,MAERSKLINE,Completed,5.144,-25,2025-03-25,LML,8,25.0,30.0,70.0,560.0,615.0
ECHEBASTAR,MAERSKLINE,2025-03-18,17:17:00.000000000,MNBU0594740,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,26.53,-25,2025-03-25,LML,8,25.0,30.0,70.0,560.0,615.0
TXORI GORRI,MAERSKLINE,2025-03-18,12:34:00.000000000,MNBU9170758,Basic OSS,MAERSKLINE,Completed,18.53,-25,2025-03-25,LML,8,25.0,30.0,70.0,560.0,615.0
ECHEBASTAR,MAERSKLINE,2025-03-18,12:57:00.000000000,SUDU8109785,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,26.727,-25,2025-03-25,LML,8,25.0,30.0,70.0,560.0,615.0
ECHEBASTAR,MAERSKLINE,2025-03-18,13:26:00.000000000,TLLU1198643,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,26.654,-25,2025-03-25,LML,8,25.0,30.0,70.0,560.0,615.0
TXORI GORRI,IOT,2025-03-18,12:58:00.000000000,TCLU1222417,Stuffing and Plugin,IOT,Completed,22.76,-25,2025-06-13,IOT,88,25.0,30.0,70.0,6160.0,6215.0
TXORI GORRI,IOT,2025-03-18,12:58:00.000000000,TLLU1030120,Stuffing and Plugin,IOT,Completed,4.97,-25,2025-06-13,IOT,88,25.0,30.0,70.0,6160.0,6215.0
BERNICA,SAPMER,2025-03-19,15:09:00.000000000,CGMU5144683,Cross Stuffing and Plugin,CMA CGM,Completed,11.65,-35,2025-03-22,LML,4,25.0,30.0,100.0,400.0,455.0
INPESCA S.A,INPESCA S.A,2025-03-19,11:20:00.000000000,CGMU5612315,CCCS Stuffing and Plugin,CMA CGM,Full,26.659,-25,2025-03-22,LML,4,25.0,30.0,70.0,280.0,335.0
INPESCA S.A,INPESCA S.A,2025-03-19,11:00:00.000000000,CGMU6927847,CCCS Stuffing and Plugin,CMA CGM,Completed,15.097,-25,2025-03-22,LML,4,25.0,30.0,70.0,280.0,335.0
EUSKADI ALAI,MAERSKLINE,2025-03-19,12:57:00.000000000,MNBU3039139,Full OSS,MAERSKLINE,Full,27.08,-25,2025-03-25,LML,7,25.0,30.0,70.0,490.0,545.0
ECHEBASTAR,MAERSKLINE,2025-03-19,13:25:00.000000000,MNBU3348919,CCCS Stuffing - Basic OSS,MAERSKLINE,Partial,15.621,-25,2025-03-20,For Completion,1,25.0,0.0,70.0,70.0,95.0
EUSKADI ALAI,MAERSKLINE,2025-03-19,16:00:00.000000000,MNBU3571291,Full OSS,MAERSKLINE,Full,27.51,-25,2025-03-25,LML,7,25.0,30.0,70.0,490.0,545.0
ECHEBASTAR,MAERSKLINE,2025-03-19,12:00:00.000000000,MNBU3834546,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,26.618,-25,2025-03-25,LML,7,25.0,30.0,70.0,490.0,545.0
EUSKADI ALAI,MAERSKLINE,2025-03-19,17:19:00.000000000,MNBU4125294,Full OSS,MAERSKLINE,Partial,19.91,-25,2025-03-20,For Completion,1,25.0,0.0,70.0,70.0,95.0
